Temperature_Anomaly,Precipitation_Change,Drought_Index,Climate_Risk_Level,Latitude,Longitude,Elevation,Land_Use_Type,Income_Level,Education_Level,Employment_Rate,Healthcare_Access,Population_Density,Age_Distribution,Gender_Ratio,Migration_Rate,Cluster
-1.1588944372879388,1.0577119756536775,0.6208513176592779,-0.09064352889331284,0.49899753567198996,-0.21577154497703005,-1.7182189000535883,-0.5804294924639212,Medium,Primary,84.66061561848323,Good,8183,Children,0.9495674443331912,6.1520137029367845,2
1.0772027021824258,0.5097663268405139,-0.7411821911338161,-1.0467988969662332,0.19551081794121572,0.4571760756463172,-1.0949357058416698,-0.5804294924639212,High,Secondary,47.30724138556181,Average,8870,Elderly,1.174165859991198,0.9299148738388664,4
0.3928287767484596,0.42987062295184436,0.8848624398159353,1.821667207252528,0.6411749705004546,-1.2170371198668557,-0.8545756674107753,-0.5804294924639212,High,Tertiary,64.9345592685021,Good,8320,Elderly,1.1550108450975356,-3.459695775457408,0
1.4698971990237235,-0.80677925110811,0.2985669418335619,-1.0467988969662332,-1.3468542362584441,1.3724386136963254,0.940893158346652,-0.5804294924639212,Medium,Secondary,85.80275888179112,Average,2868,Adults,0.9844673186055128,-8.319971376063142,1
0.5370840301956689,-1.1444949985868107,-0.7485288298755585,-0.09064352889331284,1.657618716408918,0.7208556351867315,0.7260154162537032,1.7228621442976708,Low,Primary,87.55241191832778,Good,9290,Elderly,0.9241586926385164,-3.640046149587669,3
1.514824120955124,-0.4302222550294973,0.5105866034644,-1.0467988969662332,1.2107408846039718,-1.2087751612074369,-1.0666985666563784,-0.5804294924639212,Medium,Tertiary,47.92821146017576,Average,9629,Adults,0.9228431689870888,8.917490131864731,2
0.7613495369938731,1.6975732300171147,-1.5146505040993836,-0.09064352889331284,-0.8861024224807067,-0.9976866478352239,1.6137635238107895,-0.5804294924639212,Low,Secondary,66.07680677644862,Average,8113,Youth,1.1084065085871595,9.915824729243552,2
-1.374206312001382,-1.3744636576613969,0.6834077917189942,-0.09064352889331284,1.0346472912755382,-0.4719938452288921,0.08000476855118435,-0.5804294924639212,Low,Primary,99.79233909837724,Average,6527,Adults,1.0150197511876644,6.232918855476381,2
1.3492413633465696,-0.09052436738814143,1.2137264264632066,-0.09064352889331284,-1.2549661800990282,0.03992015852672419,-0.588733332641935,1.7228621442976708,Medium,Tertiary,65.98492874216444,Good,7604,Youth,1.0427848278639782,6.273307488919286,3
-1.585136773016531,1.3245961697778037,0.3823027340471514,1.821667207252528,-1.6144307980178099,-1.6234220035639053,-0.6362543717586447,-0.5804294924639212,High,Primary,43.71853300591956,Good,6679,Children,1.1912364852416966,3.144508482718882,0
0.31026510721306766,1.4444048669495193,-0.40790312362871767,-0.09064352889331284,-1.27081883402852,1.5251436755776075,-0.8958983101209578,-0.5804294924639212,Medium,Primary,62.6158170049512,Average,8134,Elderly,0.8066110255272045,-4.46878359299153,4
-1.3363781864230302,0.0932051787075945,0.41337978009818377,-0.09064352889331284,-1.5420950663996251,-0.769243811134897,-0.4096685475644776,-0.5804294924639212,Low,Tertiary,49.1070547462342,Poor,2992,Elderly,0.8210730854633616,-9.055900965240424,2
1.1208521891007557,1.15574667611303,-1.5453359742275872,1.821667207252528,0.24661848040607945,-0.033092567975873115,-0.2540199266894571,-0.5804294924639212,Low,Primary,57.14618674914074,Average,2595,Youth,0.8541683460410782,-7.308678450840622,0
0.38109802019803146,0.4514757542717055,0.692985472416662,1.821667207252528,0.4695932630352723,1.1404106591285512,0.1612726325478765,-0.5804294924639212,High,Tertiary,90.44983626173055,Poor,9715,Youth,1.0658311622622574,3.1899955021080366,0
-1.0007312736085106,0.4307630097178967,1.3087494834117723,1.821667207252528,-0.2012425968111169,-0.6540663559304799,-1.3532022227803102,-0.5804294924639212,Low,Primary,42.11152147786974,Average,2755,Elderly,1.081299575189392,-2.306190757856939,0
1.4563821034951794,-1.0432769545329432,-0.2535605633218456,-0.09064352889331284,0.4826871078868355,1.681851190657023,-1.1335035057045069,-0.5804294924639212,Low,Primary,65.6862321108045,Average,4029,Youth,0.8369387142081289,-5.249995814599869,1
-1.4775452009916012,-0.33518721215593217,0.21210301210984564,-0.09064352889331284,-0.9967494203925459,-1.1642251461421587,-1.0763405166220879,-0.5804294924639212,Low,Primary,79.47831816333436,Average,1150,Adults,0.8027909382374113,5.665355810345051,2
0.8236638229388299,1.5342882064249879,1.4190933903250516,-1.0467988969662332,0.18264226391507835,0.5724849828176055,-1.5178040829092037,-0.5804294924639212,High,Secondary,40.60300705193351,Good,1627,Children,1.1274112404004577,-8.365906551543784,1
-0.9278950574170298,-0.4195361175024933,-0.8181499732196763,1.821667207252528,-1.228565578877938,0.42800829644882604,0.5159586491436091,-0.5804294924639212,Low,Primary,61.23433617918537,Average,2072,Adults,1.1445720329753846,0.7491928244533437,0
-0.8391468616111677,0.5924101096559642,-1.532012674781649,-1.0467988969662332,0.9444507619710615,-0.12941430560730827,0.5441957883289005,1.7228621442976708,Medium,Primary,61.64739865799391,Average,9591,Elderly,1.1219446350928737,3.857056827445199,3
0.0153981156143082,0.9921404689697838,0.9022082765496257,-0.09064352889331284,-0.2772098195222999,0.40440648172435734,0.7294589698128852,-0.5804294924639212,Medium,Primary,55.54799398804651,Poor,8778,Elderly,1.0517227102652065,6.171322798539467,1
-1.3776806566960154,-1.1285503942910526,-0.2804497543538083,-0.09064352889331284,0.225673912317211,-1.045878232462088,-0.09561646296709105,-0.5804294924639212,Low,Tertiary,96.7500669332641,Poor,3533,Elderly,0.937100514419009,-1.5618899203005263,2
0.18614768867385595,1.3687961322413058,0.37572270171872024,1.821667207252528,0.9409540016288256,-0.3750870368116876,-1.4089877904390564,-0.5804294924639212,Medium,Secondary,65.55275735453765,Good,3522,Elderly,1.1265442954873492,2.47205705558226,0
-1.5763495872054072,0.8129076014012623,0.48290343148401493,-1.0467988969662332,-1.6100463856158207,1.5607661808837268,1.4043954674125316,-0.5804294924639212,Medium,Primary,59.30296625818622,Poor,9267,Adults,1.0196095150722242,-3.61983684442492,4
0.5866086224927531,0.9549510007619453,0.4520278675458666,-0.09064352889331284,0.20853449568370655,-0.5313831055750787,1.5359392133732792,-0.5804294924639212,Low,Secondary,54.902880575545495,Good,7453,Elderly,1.1046017194786486,6.345159935011392,2
